transactionId,accountId,transactionDay,category,transactionAmount
T000873,A24,27,CC,820.79
T000874,A25,27,CC,825.71
T000875,A25,27,GG,753.34
T000876,A22,27,BB,934.80
T000877,A42,27,CC,882.74
T000878,A35,27,GG,408.50
T000879,A10,27,BB,252.62
T000880,A7,27,DD,640.89
T000881,A43,27,GG,561.76
T000882,A14,27,AA,641.96
T000883,A29,27,DD,533.47
T000884,A13,27,AA,866.50
T000885,A7,27,GG,359.55
T000886,A49,27,GG,290.14
T000887,A10,27,BB,538.76
T000888,A25,27,EE,37.26
T000889,A46,27,GG,32.21
T000890,A14,27,GG,858.61
T000891,A9,27,AA,291.76
T000892,A39,27,BB,281.02
T000893,A38,27,GG,382.81
T000894,A48,27,AA,307.05
T000895,A33,27,DD,118.76
T000896,A6,27,FF,129.53
T000897,A44,27,BB,852.46
T000898,A40,27,FF,444.00
T000899,A3,27,FF,328.24
T000900,A39,27,GG,591.57
T000901,A8,27,FF,788.61
T000902,A47,27,EE,945.16
T000903,A10,27,FF,350.59
T000904,A5,27,FF,664.34
T000905,A8,27,CC,519.60
T000906,A17,27,EE,186.79
T000907,A17,27,GG,592.19
T000908,A11,27,BB,599.16
T000909,A42,27,BB,614.31
T000910,A42,27,DD,335.43
T000911,A19,27,AA,507.86
T000912,A39,27,CC,488.11
T000913,A36,27,EE,955.86
T000914,A6,27,BB,385.48
T000915,A4,27,EE,645.51
T000916,A12,27,FF,987.85
T000917,A46,27,GG,508.20
T000918,A47,27,AA,85.97
T000919,A47,27,GG,666.97
T000920,A32,27,EE,247.25
T000921,A10,27,BB,904.59
T000922,A25,27,BB,948.01
T000923,A17,27,FF,598.81
T000924,A6,27,EE,354.95
T000925,A30,27,FF,236.82
T000926,A7,28,FF,774.20
T000927,A11,28,DD,817.10
T000928,A31,28,EE,873.56
T000929,A7,28,EE,674.02
T000930,A42,28,DD,401.57
T000931,A1,28,CC,520.10
T000932,A43,28,FF,276.57
T000933,A48,28,FF,790.07
T000934,A12,28,FF,599.27
T000935,A3,28,DD,692.65
T000936,A42,28,CC,354.76
T000937,A37,28,GG,728.51
T000938,A14,28,FF,312.57
T000939,A31,28,CC,816.23
T000940,A10,28,AA,908.15
T000941,A22,28,AA,583.76
T000942,A38,28,EE,694.54
T000943,A35,28,CC,828.57
T000944,A26,28,DD,290.18
T000945,A17,28,CC,627.62
T000946,A42,28,FF,616.73
T000947,A20,28,FF,86.84
T000948,A14,28,BB,620.32
T000949,A14,28,AA,260.02
T000950,A32,28,AA,600.34
T000951,A8,28,BB,338.11
T000952,A15,28,BB,731.64
T000953,A23,28,GG,812.73
T000954,A45,28,DD,359.34
T000955,A36,28,EE,951.14
T000956,A29,28,EE,169.75
T000957,A2,28,EE,585.24
T000958,A12,28,EE,396.74
T000959,A24,28,BB,913.41
T000960,A22,28,GG,809.41
T000961,A43,28,DD,741.35
T000962,A47,28,BB,345.69
T000963,A26,28,AA,347.18
T000964,A44,28,AA,905.31
T000965,A26,28,EE,945.73
T000966,A15,28,DD,996.59
T000967,A43,28,BB,548.64
T000968,A42,28,DD,643.41
T000969,A33,28,DD,869.07
T000970,A39,28,FF,201.68
T000971,A15,28,DD,803.89
T000972,A47,28,GG,509.23
T000973,A40,28,FF,940.97
T000974,A44,28,DD,98.65
T000975,A2,28,BB,485.85
T000976,A8,29,GG,39.50
T000977,A25,29,FF,979.22
T000978,A7,29,AA,344.47
T000979,A32,29,BB,185.76
T000980,A42,29,DD,773.57
T000981,A22,29,CC,574.62
T000982,A22,29,GG,300.95
T000983,A7,29,AA,883.46
T000984,A22,29,AA,471.00
T000985,A27,29,FF,360.10
T000986,A7,29,FF,363.46
T000987,A33,29,GG,410.10
T000988,A19,29,DD,911.74
T000989,A6,29,GG,543.07
T000990,A30,29,EE,874.19
T000991,A20,29,AA,707.38
